region_id,district,state,latitude,longitude,N,P,K,pH,moisture,organic_matter
Koraput_Odisha,Koraput,Odisha,18.8,82.7,60,36,105,6.49,73.6,2.44
Koraput_Odisha,Koraput,Odisha,18.8,82.7,60,32,107,6.56,73.8,2.5
Koraput_Odisha,Koraput,Odisha,18.8,82.7,62,32,98,6.39,69.5,2.75
Koraput_Odisha,Koraput,Odisha,18.8,82.7,60,39,108,6.69,66.9,2.45
Koraput_Odisha,Koraput,Odisha,18.8,82.7,75,34,95,6.48,65.4,2.5
Mayurbhanj_Odisha,Mayurbhanj,Odisha,21.9,86.7,67,38,105,6.56,67.9,2.39
Mayurbhanj_Odisha,Mayurbhanj,Odisha,21.9,86.7,77,40,109,6.51,61.7,2.27
Mayurbhanj_Odisha,Mayurbhanj,Odisha,21.9,86.7,77,44,104,6.69,67.3,2.4
Mayurbhanj_Odisha,Mayurbhanj,Odisha,21.9,86.7,64,42,116,6.85,68.6,2.35
Mayurbhanj_Odisha,Mayurbhanj,Odisha,21.9,86.7,79,41,112,6.82,68.2,2.32
Nadia_West_Bengal,Nadia,West Bengal,23.5,88.5,85,47,129,6.53,67.6,2.67
Nadia_West_Bengal,Nadia,West Bengal,23.5,88.5,74,43,110,6.49,76.1,2.4
Nadia_West_Bengal,Nadia,West Bengal,23.5,88.5,75,44,122,6.6,73.0,2.63
Nadia_West_Bengal,Nadia,West Bengal,23.5,88.5,84,47,124,6.65,73.0,2.74
Nadia_West_Bengal,Nadia,West Bengal,23.5,88.5,79,48,110,6.65,73.9,2.67
Bardhaman_West_Bengal,Bardhaman,West Bengal,23.2,87.9,89,49,113,6.63,66.3,2.31
Bardhaman_West_Bengal,Bardhaman,West Bengal,23.2,87.9,74,47,115,6.7,68.6,2.52
Bardhaman_West_Bengal,Bardhaman,West Bengal,23.2,87.9,88,47,123,6.59,71.9,2.46
Bardhaman_West_Bengal,Bardhaman,West Bengal,23.2,87.9,83,45,131,6.56,70.1,2.59
Bardhaman_West_Bengal,Bardhaman,West Bengal,23.2,87.9,78,43,127,6.61,70.9,2.44
Murshidabad_West_Bengal,Murshidabad,West Bengal,24.2,88.3,75,40,121,6.97,69.8,2.3
Murshidabad_West_Bengal,Murshidabad,West Bengal,24.2,88.3,71,41,116,6.66,64.6,2.27
Murshidabad_West_Bengal,Murshidabad,West Bengal,24.2,88.3,71,44,118,6.79,65.0,2.21
Murshidabad_West_Bengal,Murshidabad,West Bengal,24.2,88.3,76,37,119,6.63,63.8,2.25
Murshidabad_West_Bengal,Murshidabad,West Bengal,24.2,88.3,78,45,118,6.7,68.2,2.6
Hooghly_West_Bengal,Hooghly,West Bengal,22.9,88.4,81,39,124,6.55,67.7,2.55
Hooghly_West_Bengal,Hooghly,West Bengal,22.9,88.4,81,48,117,6.31,69.8,2.42
Hooghly_West_Bengal,Hooghly,West Bengal,22.9,88.4,83,47,119,6.6,70.9,2.45
Hooghly_West_Bengal,Hooghly,West Bengal,22.9,88.4,84,45,108,6.57,70.3,2.56
Hooghly_West_Bengal,Hooghly,West Bengal,22.9,88.4,76,42,110,6.6,73.8,2.74
Jalpaiguri_West_Bengal,Jalpaiguri,West Bengal,26.5,88.7,84,49,130,6.32,85.0,3.19
Jalpaiguri_West_Bengal,Jalpaiguri,West Bengal,26.5,88.7,81,47,125,6.19,76.4,3.0
Jalpaiguri_West_Bengal,Jalpaiguri,West Bengal,26.5,88.7,78,52,125,6.12,82.6,2.9
Jalpaiguri_West_Bengal,Jalpaiguri,West Bengal,26.5,88.7,90,44,137,6.03,80.9,2.91
Jalpaiguri_West_Bengal,Jalpaiguri,West Bengal,26.5,88.7,89,47,136,6.33,83.9,2.82
Nizamabad_Telangana,Nizamabad,Telangana,18.7,78.1,65,42,113,7.1,50.7,2.27
Nizamabad_Telangana,Nizamabad,Telangana,18.7,78.1,64,37,116,6.84,51.4,1.9
Nizamabad_Telangana,Nizamabad,Telangana,18.7,78.1,70,43,107,7.02,52.5,2.03
Nizamabad_Telangana,Nizamabad,Telangana,18.7,78.1,69,40,110,6.8,58.3,2.3
Nizamabad_Telangana,Nizamabad,Telangana,18.7,78.1,70,44,107,6.97,56.7,1.95
Warangal_Telangana,Warangal,Telangana,18.0,79.6,79,42,112,7.26,61.9,2.13
Warangal_Telangana,Warangal,Telangana,18.0,79.6,80,42,102,7.3,58.1,2.22
Warangal_Telangana,Warangal,Telangana,18.0,79.6,75,37,113,7.15,61.6,2.21
Warangal_Telangana,Warangal,Telangana,18.0,79.6,75,42,117,7.06,57.8,2.26
Warangal_Telangana,Warangal,Telangana,18.0,79.6,78,43,114,6.93,53.4,2.31
Karimnagar_Telangana,Karimnagar,Telangana,18.4,79.1,70,34,108,7.36,49.9,2.16
Karimnagar_Telangana,Karimnagar,Telangana,18.4,79.1,74,34,102,7.22,55.8,2.17
Karimnagar_Telangana,Karimnagar,Telangana,18.4,79.1,72,42,98,7.18,49.7,1.86
Karimnagar_Telangana,Karimnagar,Telangana,18.4,79.1,69,37,102,7.25,51.3,1.81
Karimnagar_Telangana,Karimnagar,Telangana,18.4,79.1,64,37,105,7.39,54.4,1.99
Khammam_Telangana,Khammam,Telangana,17.2,80.1,70,41,112,6.76,61.5,2.39
Khammam_Telangana,Khammam,Telangana,17.2,80.1,79,48,117,6.83,64.6,2.52
Khammam_Telangana,Khammam,Telangana,17.2,80.1,75,45,108,7.03,59.7,2.39
Khammam_Telangana,Khammam,Telangana,17.2,80.1,77,39,107,6.89,66.6,2.54
Khammam_Telangana,Khammam,Telangana,17.2,80.1,81,46,111,6.78,64.3,2.4
Nalgonda_Telangana,Nalgonda,Telangana,17.1,79.3,73,38,97,7.14,44.3,1.94
Nalgonda_Telangana,Nalgonda,Telangana,17.1,79.3,72,35,94,7.36,52.6,1.83
Nalgonda_Telangana,Nalgonda,Telangana,17.1,79.3,75,32,106,7.23,47.3,1.62
Nalgonda_Telangana,Nalgonda,Telangana,17.1,79.3,61,31,99,7.29,47.5,1.81
Nalgonda_Telangana,Nalgonda,Telangana,17.1,79.3,68,33,109,7.3,48.7,1.71
