region_id,district,state,year,month,rainfall_mm,temp_max,temp_min,humidity,solar_radiation
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,6,194.0,36.3,23.7,56.5,24.7
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,7,134.4,40.5,24.6,52.5,22.5
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,8,173.3,40.8,24.7,52.7,21.5
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,9,149.9,36.2,22.7,57.2,23.4
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,10,51.9,40.6,24.6,62.5,21.1
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,11,78.2,36.7,24.6,60.1,21.3
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,12,36.9,35.5,23.1,54.9,22.6
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,1,9.4,37.0,22.1,57.7,21.7
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,2,20.5,35.2,21.0,51.2,23.1
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,3,16.6,40.6,21.4,63.5,22.9
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,4,31.9,37.9,24.3,62.1,22.9
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,5,2.4,39.8,23.1,57.7,23.7
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,6,216.0,39.6,24.1,55.7,22.1
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,7,200.2,40.4,21.3,50.9,24.7
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,8,185.0,39.5,23.7,58.5,21.4
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,9,220.9,36.0,24.4,64.0,23.2
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,10,81.5,36.7,23.9,63.8,23.6
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,11,66.8,35.3,22.8,50.8,23.3
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,2023,12,21.0,36.8,23.4,58.6,21.0
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,1,29.6,37.5,24.6,45.5,23.9
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,2,22.4,38.5,22.2,50.0,24.0
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,3,39.8,41.6,24.5,50.7,24.8
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,4,48.5,38.5,21.4,45.2,24.3
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,5,42.5,37.8,21.7,50.1,23.4
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,6,133.6,39.1,23.9,49.6,23.3
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,7,173.0,36.2,24.2,49.9,25.4
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,8,182.1,40.2,21.6,58.3,23.6
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,9,164.6,40.9,21.9,54.6,23.6
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,10,76.1,38.3,22.4,57.4,22.4
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,11,69.7,36.1,21.7,53.7,24.8
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,12,0.0,41.4,21.3,58.3,22.9
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,1,0.0,41.9,22.5,46.4,24.7
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,2,11.9,39.5,22.8,57.4,23.1
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,3,25.5,40.0,24.1,50.3,24.6
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,4,34.5,38.3,23.9,44.3,22.8
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,5,40.0,39.2,24.7,51.7,24.0
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,6,137.7,37.5,24.6,58.6,25.8
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,7,169.4,40.7,21.5,53.6,22.1
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,8,146.4,37.1,22.5,50.9,24.5
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,9,121.6,37.1,23.3,54.2,24.2
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,10,75.5,40.6,22.7,51.7,24.6
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,11,61.8,39.7,22.2,45.4,22.4
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,12,24.8,36.8,22.4,53.5,25.3
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,1,22.3,37.6,21.3,44.5,23.0
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,2,13.3,40.3,24.7,50.5,22.8
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,3,41.9,40.8,21.3,55.1,24.3
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,4,19.4,39.2,24.5,50.6,23.9
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,5,6.5,37.9,24.8,48.5,23.8
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,6,162.6,38.9,24.0,57.9,24.5
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,7,161.0,41.7,21.5,56.4,23.1
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,8,209.0,40.5,21.9,51.1,24.5
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,9,169.3,41.8,24.6,48.3,25.3
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,10,72.5,37.9,23.3,55.7,23.6
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,11,86.0,40.3,21.2,57.8,23.8
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,12,0.0,38.9,24.5,50.1,25.0
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,1,0.8,38.5,24.1,56.3,22.9
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,2,21.0,38.3,23.0,53.7,24.2
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,3,25.1,37.1,24.3,52.7,22.5
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,4,48.6,41.7,22.5,46.2,24.1
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,5,33.7,37.1,22.0,50.5,23.5
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,6,185.7,37.0,22.1,52.1,22.6
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,7,173.3,40.3,24.8,58.6,25.8
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,8,122.3,37.8,24.6,59.6,25.4
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,9,142.6,38.5,21.0,51.1,22.2
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,10,68.5,38.8,23.5,57.9,24.6
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,11,83.7,41.4,21.5,52.5,23.1
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,12,12.0,41.2,21.7,57.0,25.4
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,1,0.0,40.3,22.8,48.1,22.8
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,2,0.0,40.8,21.3,47.1,23.5
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,3,19.1,37.9,24.9,54.3,22.1
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,4,38.6,37.8,21.4,56.1,24.4
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,5,9.0,36.8,23.5,47.3,24.0
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,6,155.9,41.7,24.4,55.6,22.3
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,7,124.0,37.0,24.9,46.5,23.9
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,8,153.5,36.8,22.7,48.4,25.6
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,9,134.9,41.0,22.2,56.6,22.1
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,10,91.5,37.8,22.5,45.1,26.0
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,11,62.6,38.7,24.8,47.9,24.1
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,2023,12,19.3,36.4,21.8,47.4,25.0
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,1,46.2,33.2,25.8,70.3,20.0
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,2,24.5,34.5,22.5,70.0,20.5
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,3,66.9,35.3,24.6,68.2,18.6
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,4,52.4,36.1,22.7,79.5,20.8
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,5,27.3,35.9,23.6,71.1,20.9
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,6,260.0,35.1,22.4,79.1,20.1
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,7,267.8,33.8,23.1,70.6,19.5
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,8,270.0,36.1,24.0,80.4,21.4
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,9,325.0,33.7,25.6,68.4,19.4
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,10,138.7,33.1,24.4,77.0,21.0
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,11,147.0,32.1,24.8,72.8,20.5
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,12,11.5,35.0,24.3,76.2,20.0
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,1,14.5,36.1,25.5,72.8,18.8
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,2,16.4,34.7,22.8,78.5,18.6
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,3,51.6,36.4,22.2,82.2,20.8
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,4,23.0,34.6,25.3,81.5,20.1
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,5,44.1,32.2,25.6,80.4,19.8
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,6,368.9,36.6,25.4,80.2,18.7
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,7,352.4,37.4,23.8,78.8,20.0
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,8,226.8,37.9,25.8,73.1,22.0
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,9,371.2,32.2,25.6,76.9,21.5
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,10,176.7,36.2,23.2,73.4,19.2
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,11,109.7,36.2,25.4,70.2,20.2
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,12,0.0,32.3,24.9,69.3,20.9
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,1,14.3,34.4,23.3,77.1,21.4
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,2,0.0,37.1,22.9,78.7,20.2
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,3,47.7,32.8,24.2,83.1,19.7
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,4,44.8,37.6,25.3,83.9,18.1
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,5,35.6,36.9,23.1,71.8,21.1
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,6,223.4,35.0,24.2,79.7,19.4
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,7,329.4,35.3,24.6,72.2,18.3
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,8,228.6,35.0,25.4,79.2,21.2
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,9,276.4,34.4,22.8,69.0,20.4
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,10,160.9,32.3,25.1,72.0,21.3
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,11,172.1,34.5,24.6,75.4,20.5
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,12,8.1,35.0,24.1,81.0,20.9
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,1,15.1,36.9,22.2,73.9,20.2
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,2,22.5,32.1,22.7,77.3,20.9
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,3,74.6,36.0,23.6,68.0,18.5
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,4,56.6,34.5,24.9,76.3,18.3
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,5,48.3,36.3,25.6,69.9,22.0
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,6,235.9,38.0,23.1,78.7,18.7
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,7,336.5,33.9,24.7,71.0,20.5
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,8,266.1,33.9,22.7,82.4,19.6
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,9,259.6,33.9,25.0,83.5,19.8
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,10,167.9,32.9,24.8,76.2,20.6
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,11,164.9,37.4,25.0,75.8,20.4
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,12,36.6,36.0,22.2,73.2,20.5
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,1,2.2,36.1,24.1,71.2,19.3
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,2,7.2,32.9,22.3,81.0,21.0
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,3,67.9,36.0,23.9,78.3,18.2
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,4,64.6,35.0,23.4,72.4,20.6
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,5,71.4,34.1,25.1,77.0,21.5
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,6,311.8,35.5,25.0,83.4,18.3
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,7,245.6,35.2,24.5,75.7,18.4
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,8,363.1,33.9,23.2,81.4,18.3
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,9,363.2,35.6,25.7,78.8,19.7
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,10,147.0,33.7,26.0,80.0,20.6
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,11,111.8,32.2,24.2,80.2,20.1
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,2023,12,12.2,34.2,22.9,75.2,18.3
Mysuru_Karnataka,Mysuru,Karnataka,2023,1,35.0,30.0,20.0,74.4,17.6
Mysuru_Karnataka,Mysuru,Karnataka,2023,2,5.6,35.6,19.2,68.4,17.6
Mysuru_Karnataka,Mysuru,Karnataka,2023,3,32.4,30.5,19.5,74.6,17.8
Mysuru_Karnataka,Mysuru,Karnataka,2023,4,25.3,33.6,17.7,71.8,18.2
Mysuru_Karnataka,Mysuru,Karnataka,2023,5,39.4,31.0,20.0,64.8,19.6
Mysuru_Karnataka,Mysuru,Karnataka,2023,6,195.3,30.8,18.7,64.0,20.0
Mysuru_Karnataka,Mysuru,Karnataka,2023,7,216.9,35.4,17.8,69.8,17.4
Mysuru_Karnataka,Mysuru,Karnataka,2023,8,227.4,34.0,19.5,64.5,18.5
Mysuru_Karnataka,Mysuru,Karnataka,2023,9,189.2,33.0,19.8,64.0,18.3
Mysuru_Karnataka,Mysuru,Karnataka,2023,10,78.9,32.0,20.2,74.4,19.1
Mysuru_Karnataka,Mysuru,Karnataka,2023,11,85.5,35.3,17.1,75.1,19.0
Mysuru_Karnataka,Mysuru,Karnataka,2023,12,30.5,30.1,19.3,68.8,17.9
Mysuru_Karnataka,Mysuru,Karnataka,2023,1,31.0,31.1,18.1,72.8,18.8
Mysuru_Karnataka,Mysuru,Karnataka,2023,2,12.8,32.3,21.0,64.0,19.0
Mysuru_Karnataka,Mysuru,Karnataka,2023,3,37.7,32.5,19.5,67.7,18.8
Mysuru_Karnataka,Mysuru,Karnataka,2023,4,35.5,33.7,19.6,61.1,19.5
Mysuru_Karnataka,Mysuru,Karnataka,2023,5,53.4,34.3,19.2,73.7,20.7
Mysuru_Karnataka,Mysuru,Karnataka,2023,6,188.7,32.4,18.6,62.0,20.3
Mysuru_Karnataka,Mysuru,Karnataka,2023,7,172.6,34.0,17.8,74.5,20.4
Mysuru_Karnataka,Mysuru,Karnataka,2023,8,225.9,31.4,19.9,62.1,19.7
Mysuru_Karnataka,Mysuru,Karnataka,2023,9,268.1,35.2,17.1,74.6,17.5
Mysuru_Karnataka,Mysuru,Karnataka,2023,10,104.4,35.0,19.0,62.2,19.3
Mysuru_Karnataka,Mysuru,Karnataka,2023,11,108.2,35.3,18.6,64.6,17.1
Mysuru_Karnataka,Mysuru,Karnataka,2023,12,14.3,32.2,17.7,66.9,20.9
Mysuru_Karnataka,Mysuru,Karnataka,2023,1,25.9,33.3,19.6,66.2,19.6
Mysuru_Karnataka,Mysuru,Karnataka,2023,2,0.0,32.7,19.2,74.2,17.4
Mysuru_Karnataka,Mysuru,Karnataka,2023,3,35.8,32.4,18.3,66.4,17.6
Mysuru_Karnataka,Mysuru,Karnataka,2023,4,48.9,32.6,19.0,73.6,19.8
Mysuru_Karnataka,Mysuru,Karnataka,2023,5,26.7,35.3,19.3,63.5,18.1
Mysuru_Karnataka,Mysuru,Karnataka,2023,6,255.5,36.0,17.5,72.7,18.6
Mysuru_Karnataka,Mysuru,Karnataka,2023,7,247.5,32.5,19.1,60.8,17.0
Mysuru_Karnataka,Mysuru,Karnataka,2023,8,206.5,30.7,17.5,66.6,19.6
Mysuru_Karnataka,Mysuru,Karnataka,2023,9,248.7,30.5,20.8,64.2,20.4
Mysuru_Karnataka,Mysuru,Karnataka,2023,10,137.0,31.0,20.3,72.3,19.4
Mysuru_Karnataka,Mysuru,Karnataka,2023,11,88.5,30.7,19.0,69.4,18.4
Mysuru_Karnataka,Mysuru,Karnataka,2023,12,10.7,33.8,20.6,62.6,18.5
Mysuru_Karnataka,Mysuru,Karnataka,2023,1,1.0,35.4,19.1,70.7,20.3
Mysuru_Karnataka,Mysuru,Karnataka,2023,2,0.0,35.3,18.3,62.1,18.9
Mysuru_Karnataka,Mysuru,Karnataka,2023,3,21.2,31.6,17.1,66.7,20.6
Mysuru_Karnataka,Mysuru,Karnataka,2023,4,58.2,31.0,20.6,68.3,17.6
Mysuru_Karnataka,Mysuru,Karnataka,2023,5,61.0,34.4,19.8,63.2,17.8
Mysuru_Karnataka,Mysuru,Karnataka,2023,6,247.2,32.6,20.1,72.5,18.8
Mysuru_Karnataka,Mysuru,Karnataka,2023,7,285.8,33.9,17.9,64.4,18.3
Mysuru_Karnataka,Mysuru,Karnataka,2023,8,173.2,31.3,18.8,74.5,17.4
Mysuru_Karnataka,Mysuru,Karnataka,2023,9,270.2,30.6,20.7,69.1,18.5
Mysuru_Karnataka,Mysuru,Karnataka,2023,10,110.6,34.2,17.2,73.4,18.8
Mysuru_Karnataka,Mysuru,Karnataka,2023,11,102.8,34.1,20.1,67.6,19.5
Mysuru_Karnataka,Mysuru,Karnataka,2023,12,31.6,33.0,20.4,72.8,18.6
Mysuru_Karnataka,Mysuru,Karnataka,2023,1,5.5,33.7,18.5,72.7,20.5
Mysuru_Karnataka,Mysuru,Karnataka,2023,2,34.8,31.6,20.2,68.5,17.2
Mysuru_Karnataka,Mysuru,Karnataka,2023,3,52.9,35.3,17.4,71.9,20.2
Mysuru_Karnataka,Mysuru,Karnataka,2023,4,27.9,34.3,18.8,61.8,19.8
Mysuru_Karnataka,Mysuru,Karnataka,2023,5,56.5,34.6,18.4,62.9,19.6
Mysuru_Karnataka,Mysuru,Karnataka,2023,6,224.8,30.7,18.7,66.3,20.8
Mysuru_Karnataka,Mysuru,Karnataka,2023,7,167.5,31.4,20.3,63.3,18.0
Mysuru_Karnataka,Mysuru,Karnataka,2023,8,192.6,30.4,18.3,64.5,19.2
Mysuru_Karnataka,Mysuru,Karnataka,2023,9,265.4,35.6,20.8,65.8,20.1
Mysuru_Karnataka,Mysuru,Karnataka,2023,10,135.1,32.7,19.1,66.7,20.4
Mysuru_Karnataka,Mysuru,Karnataka,2023,11,81.8,32.2,17.9,69.0,17.5
Mysuru_Karnataka,Mysuru,Karnataka,2023,12,29.6,32.5,20.0,61.8,18.0
Belagavi_Karnataka,Belagavi,Karnataka,2023,1,9.0,32.0,19.0,76.3,18.0
Belagavi_Karnataka,Belagavi,Karnataka,2023,2,33.3,33.0,17.6,68.5,18.9
Belagavi_Karnataka,Belagavi,Karnataka,2023,3,18.5,32.2,17.2,74.1,16.5
Belagavi_Karnataka,Belagavi,Karnataka,2023,4,38.4,29.0,16.5,78.9,19.5
Belagavi_Karnataka,Belagavi,Karnataka,2023,5,42.4,32.7,19.9,70.0,18.7
Belagavi_Karnataka,Belagavi,Karnataka,2023,6,192.9,34.8,18.2,68.6,16.5
Belagavi_Karnataka,Belagavi,Karnataka,2023,7,298.8,31.2,19.8,64.4,17.2
Belagavi_Karnataka,Belagavi,Karnataka,2023,8,318.5,30.5,18.1,77.2,16.4
Belagavi_Karnataka,Belagavi,Karnataka,2023,9,340.8,30.1,18.8,70.2,17.6
Belagavi_Karnataka,Belagavi,Karnataka,2023,10,155.5,29.8,17.7,71.7,17.5
Belagavi_Karnataka,Belagavi,Karnataka,2023,11,93.9,33.1,17.7,67.1,19.3
Belagavi_Karnataka,Belagavi,Karnataka,2023,12,25.0,30.8,18.6,68.6,16.9
Belagavi_Karnataka,Belagavi,Karnataka,2023,1,21.5,29.9,17.0,79.0,18.1
Belagavi_Karnataka,Belagavi,Karnataka,2023,2,30.6,31.4,17.3,67.3,17.5
Belagavi_Karnataka,Belagavi,Karnataka,2023,3,41.5,30.7,18.3,65.1,16.8
Belagavi_Karnataka,Belagavi,Karnataka,2023,4,55.3,31.3,18.7,68.1,16.5
Belagavi_Karnataka,Belagavi,Karnataka,2023,5,16.9,29.9,16.7,76.2,16.1
Belagavi_Karnataka,Belagavi,Karnataka,2023,6,266.3,32.0,18.3,69.0,17.2
Belagavi_Karnataka,Belagavi,Karnataka,2023,7,312.4,30.2,16.4,78.4,17.4
Belagavi_Karnataka,Belagavi,Karnataka,2023,8,264.6,29.8,18.4,72.4,16.8
Belagavi_Karnataka,Belagavi,Karnataka,2023,9,267.2,32.5,16.4,72.8,18.8
Belagavi_Karnataka,Belagavi,Karnataka,2023,10,142.7,29.9,18.8,74.8,16.1
Belagavi_Karnataka,Belagavi,Karnataka,2023,11,108.0,33.0,16.9,73.5,19.7
Belagavi_Karnataka,Belagavi,Karnataka,2023,12,42.3,34.9,16.0,74.0,17.7
Belagavi_Karnataka,Belagavi,Karnataka,2023,1,0.0,33.6,16.1,77.1,16.1
Belagavi_Karnataka,Belagavi,Karnataka,2023,2,16.9,32.7,18.8,69.5,16.4
Belagavi_Karnataka,Belagavi,Karnataka,2023,3,28.7,32.1,19.0,72.2,17.7
Belagavi_Karnataka,Belagavi,Karnataka,2023,4,18.5,31.0,19.9,78.0,17.3
Belagavi_Karnataka,Belagavi,Karnataka,2023,5,58.4,31.6,16.1,65.2,18.0
Belagavi_Karnataka,Belagavi,Karnataka,2023,6,340.6,29.4,16.8,76.3,19.4
Belagavi_Karnataka,Belagavi,Karnataka,2023,7,285.9,29.2,19.3,76.6,17.0
Belagavi_Karnataka,Belagavi,Karnataka,2023,8,282.4,29.2,16.8,66.9,17.4
Belagavi_Karnataka,Belagavi,Karnataka,2023,9,250.6,31.9,17.1,64.5,18.4
Belagavi_Karnataka,Belagavi,Karnataka,2023,10,105.7,34.2,19.0,77.7,18.0
Belagavi_Karnataka,Belagavi,Karnataka,2023,11,105.7,30.2,17.8,65.0,19.3
Belagavi_Karnataka,Belagavi,Karnataka,2023,12,26.5,34.2,17.9,75.9,18.5
Belagavi_Karnataka,Belagavi,Karnataka,2023,1,4.7,32.6,18.3,66.6,16.5
Belagavi_Karnataka,Belagavi,Karnataka,2023,2,0.0,34.3,16.2,75.7,19.5
Belagavi_Karnataka,Belagavi,Karnataka,2023,3,23.6,34.8,19.3,71.8,19.1
Belagavi_Karnataka,Belagavi,Karnataka,2023,4,47.7,34.4,17.9,72.4,20.0
Belagavi_Karnataka,Belagavi,Karnataka,2023,5,48.6,29.1,18.5,75.3,18.6
Belagavi_Karnataka,Belagavi,Karnataka,2023,6,347.2,31.7,16.3,71.6,18.8
Belagavi_Karnataka,Belagavi,Karnataka,2023,7,280.2,31.8,17.2,68.4,18.0
Belagavi_Karnataka,Belagavi,Karnataka,2023,8,205.2,30.9,18.3,65.1,19.3
Belagavi_Karnataka,Belagavi,Karnataka,2023,9,278.7,33.2,17.2,71.5,19.8
Belagavi_Karnataka,Belagavi,Karnataka,2023,10,154.8,33.5,16.7,65.0,18.3
Belagavi_Karnataka,Belagavi,Karnataka,2023,11,102.5,33.8,17.5,69.1,19.4
Belagavi_Karnataka,Belagavi,Karnataka,2023,12,20.8,34.0,19.4,70.8,16.3
Belagavi_Karnataka,Belagavi,Karnataka,2023,1,42.8,34.3,17.3,66.7,19.0
Belagavi_Karnataka,Belagavi,Karnataka,2023,2,14.9,32.8,19.6,70.7,19.1
Belagavi_Karnataka,Belagavi,Karnataka,2023,3,40.5,29.0,19.5,64.5,18.9
Belagavi_Karnataka,Belagavi,Karnataka,2023,4,14.9,32.0,17.7,67.1,17.3
Belagavi_Karnataka,Belagavi,Karnataka,2023,5,56.6,29.4,19.0,64.8,18.2
Belagavi_Karnataka,Belagavi,Karnataka,2023,6,230.0,30.6,19.9,69.0,17.0
Belagavi_Karnataka,Belagavi,Karnataka,2023,7,245.1,32.8,18.9,78.7,19.6
Belagavi_Karnataka,Belagavi,Karnataka,2023,8,286.3,34.1,16.8,75.9,18.7
Belagavi_Karnataka,Belagavi,Karnataka,2023,9,302.6,32.8,19.8,65.6,17.2
Belagavi_Karnataka,Belagavi,Karnataka,2023,10,145.2,29.6,16.1,64.9,16.2
Belagavi_Karnataka,Belagavi,Karnataka,2023,11,153.3,33.1,18.1,76.5,16.6
Belagavi_Karnataka,Belagavi,Karnataka,2023,12,15.9,29.7,17.7,69.1,16.1
Dharwad_Karnataka,Dharwad,Karnataka,2023,1,6.8,32.8,20.8,60.0,21.9
Dharwad_Karnataka,Dharwad,Karnataka,2023,2,27.1,31.0,18.3,63.8,19.2
